Series,date,value,period
Political Stability Index BRA,,-0.459640145301819,2018-01-01
Political Stability Index BRA,,-0.714393615722656,2019-01-01
Political Stability Index BRA,,-0.445607244968414,2020-01-01
Political Stability Index BRA,,-0.419696539640427,2021-01-01
Political Stability Index BRA,,-0.331465899944305,2022-01-01
Political Stability Index NGA,,-1.05690824985504,1996-01-01
Political Stability Index NGA,,-0.588243722915649,1998-01-01
Political Stability Index NGA,,-1.45532631874084,2000-01-01
Political Stability Index NGA,,-1.62632930278778,2002-01-01
Political Stability Index NGA,,-1.63558828830719,2003-01-01
Political Stability Index NGA,,-1.75441575050354,2004-01-01
Political Stability Index NGA,,-1.6665004491806,2005-01-01
Political Stability Index NGA,,-2.03407764434814,2006-01-01
Political Stability Index NGA,,-2.01405644416809,2007-01-01
Political Stability Index NGA,,-1.86071193218231,2008-01-01
Political Stability Index NGA,,-1.99455380439758,2009-01-01
Political Stability Index NGA,,-2.21112322807312,2010-01-01
Political Stability Index NGA,,-1.95645451545715,2011-01-01
Political Stability Index NGA,,-2.04207372665405,2012-01-01
Political Stability Index NGA,,-2.08847832679749,2013-01-01
Political Stability Index NGA,,-2.1302764415741,2014-01-01
Political Stability Index NGA,,-1.92170512676239,2015-01-01
Political Stability Index NGA,,-1.87388896942139,2016-01-01
Political Stability Index NGA,,-1.99671685695648,2017-01-01
Political Stability Index NGA,,-2.09741425514221,2018-01-01
Political Stability Index NGA,,-1.93307113647461,2019-01-01
Political Stability Index NGA,,-1.89196145534515,2020-01-01
Political Stability Index NGA,,-1.78729927539825,2021-01-01
Political Stability Index NGA,,-1.79814147949219,2022-01-01
Political Stability Index NLD,,1.52612578868866,1996-01-01
Political Stability Index NLD,,1.59480345249176,1998-01-01
Political Stability Index NLD,,1.75868117809296,2000-01-01
Political Stability Index NLD,,1.30267989635468,2002-01-01
Political Stability Index NLD,,1.16180562973022,2003-01-01
Political Stability Index NLD,,1.01623916625977,2004-01-01
Political Stability Index NLD,,0.98810088634491,2005-01-01
Political Stability Index NLD,,0.902736186981201,2006-01-01
Political Stability Index NLD,,0.778468787670136,2007-01-01
Political Stability Index NLD,,0.86355197429657,2008-01-01
Political Stability Index NLD,,0.945019245147705,2009-01-01
Political Stability Index NLD,,0.940750122070313,2010-01-01
Political Stability Index NLD,,1.11363077163696,2011-01-01
Political Stability Index NLD,,1.18746471405029,2012-01-01
Political Stability Index NLD,,1.14381539821625,2013-01-01
Political Stability Index NLD,,1.04511535167694,2014-01-01
Political Stability Index NLD,,0.912540197372437,2015-01-01
Political Stability Index NLD,,0.896933197975159,2016-01-01
Political Stability Index NLD,,0.907122313976288,2017-01-01
Political Stability Index NLD,,0.838097333908081,2018-01-01
Political Stability Index NLD,,0.821221172809601,2019-01-01
Political Stability Index NLD,,0.830863893032074,2020-01-01
Political Stability Index NLD,,0.892923951148987,2021-01-01
Political Stability Index NLD,,0.717304825782776,2022-01-01
Political Stability Index NOR,,1.45682156085968,1996-01-01
Political Stability Index NOR,,1.43966126441956,1998-01-01
Political Stability Index NOR,,1.533282995224,2000-01-01
Political Stability Index NOR,,1.60834610462189,2002-01-01
Political Stability Index NOR,,1.20455622673035,2003-01-01
Political Stability Index NOR,,1.19661831855774,2004-01-01
Political Stability Index NOR,,1.29527723789215,2005-01-01
Political Stability Index NOR,,1.25270569324493,2006-01-01
Political Stability Index NOR,,1.14555251598358,2007-01-01
Political Stability Index NOR,,1.28543448448181,2008-01-01
Political Stability Index NOR,,1.27653253078461,2009-01-01
Political Stability Index NOR,,1.33231151103973,2010-01-01
Political Stability Index NOR,,1.33797693252563,2011-01-01
Political Stability Index NOR,,1.32746982574463,2012-01-01
Political Stability Index NOR,,1.3520919084549,2013-01-01
Political Stability Index NOR,,1.11995851993561,2014-01-01
Political Stability Index NOR,,1.14562010765076,2015-01-01
Political Stability Index NOR,,1.18162095546722,2016-01-01
Political Stability Index NOR,,1.15070021152496,2017-01-01
Political Stability Index NOR,,1.12063598632813,2018-01-01
Political Stability Index NOR,,1.14198648929596,2019-01-01
Political Stability Index NOR,,1.22151875495911,2020-01-01
Political Stability Index NOR,,1.08847510814667,2021-01-01
Political Stability Index NOR,,0.860958337783813,2022-01-01
Political Stability Index KAZ,,-0.367461204528809,1996-01-01
Political Stability Index KAZ,,0.194383829832077,1998-01-01
Political Stability Index KAZ,,0.0900903418660164,2000-01-01
Political Stability Index KAZ,,0.358549177646637,2002-01-01
Political Stability Index KAZ,,0.356259912252426,2003-01-01
Political Stability Index KAZ,,0.0703879743814468,2004-01-01
Political Stability Index KAZ,,0.190631836652756,2005-01-01
Political Stability Index KAZ,,0.207937806844711,2006-01-01
Political Stability Index KAZ,,0.647996783256531,2007-01-01
Political Stability Index KAZ,,0.626638472080231,2008-01-01
Political Stability Index KAZ,,0.776816248893738,2009-01-01
Political Stability Index KAZ,,0.52297180891037,2010-01-01
Political Stability Index KAZ,,-0.338570564985275,2011-01-01
Political Stability Index KAZ,,-0.408455014228821,2012-01-01
Political Stability Index KAZ,,-0.402473896741867,2013-01-01
Political Stability Index KAZ,,0.0360181555151939,2014-01-01
Political Stability Index KAZ,,-0.0383530743420124,2015-01-01
Political Stability Index KAZ,,0.00146297342143953,2016-01-01
Political Stability Index KAZ,,0.0243722945451736,2017-01-01
Political Stability Index KAZ,,-0.0526988133788109,2018-01-01
Political Stability Index KAZ,,-0.167979881167412,2019-01-01
Political Stability Index KAZ,,-0.257630288600922,2020-01-01
Political Stability Index KAZ,,-0.231327518820763,2021-01-01
Political Stability Index KAZ,,-0.356833428144455,2022-01-01
Political Stability Index AGO,,-2.06191730499268,1996-01-01
Political Stability Index AGO,,-2.31805849075317,1998-01-01
Political Stability Index AGO,,-2.03817391395569,2000-01-01
Political Stability Index AGO,,-1.5761798620224,2002-01-01
Political Stability Index AGO,,-1.0073858499527,2003-01-01
Political Stability Index AGO,,-1.0631206035614,2004-01-01
Political Stability Index AGO,,-0.885178327560425,2005-01-01
Political Stability Index AGO,,-0.539453446865082,2006-01-01
Political Stability Index AGO,,-0.666658759117126,2007-01-01
Political Stability Index AGO,,-0.361787378787994,2008-01-01
Political Stability Index AGO,,-0.34759184718132,2009-01-01
Political Stability Index AGO,,-0.226182341575623,2010-01-01
Political Stability Index AGO,,-0.369237810373306,2011-01-01
Political Stability Index AGO,,-0.389322549104691,2012-01-01
Political Stability Index AGO,,-0.39123347401619,2013-01-01
Political Stability Index AGO,,-0.333232045173645,2014-01-01
Political Stability Index AGO,,-0.50538581609726,2015-01-01
Political Stability Index AGO,,-0.321580082178116,2016-01-01
Political Stability Index AGO,,-0.38913482427597,2017-01-01
Political Stability Index AGO,,-0.347750902175903,2018-01-01
Political Stability Index AGO,,-0.370094686746597,2019-01-01
Political Stability Index AGO,,-0.600726008415222,2020-01-01
Political Stability Index AGO,,-0.709369480609894,2021-01-01
Political Stability Index AGO,,-0.646240890026093,2022-01-01
Political Stability Index DZA,,-1.78331053256989,1996-01-01
Political Stability Index DZA,,-1.87890470027924,1998-01-01
Political Stability Index DZA,,-1.43257737159729,2000-01-01
Political Stability Index DZA,,-1.63456511497498,2002-01-01
Political Stability Index DZA,,-1.75440907478333,2003-01-01
Political Stability Index DZA,,-1.35918843746185,2004-01-01
Political Stability Index DZA,,-0.913666009902954,2005-01-01
Political Stability Index DZA,,-1.1264134645462,2006-01-01
Political Stability Index DZA,,-1.15058553218842,2007-01-01
Political Stability Index DZA,,-1.09584629535675,2008-01-01
Political Stability Index DZA,,-1.19691348075867,2009-01-01
Political Stability Index DZA,,-1.25936758518219,2010-01-01
Political Stability Index DZA,,-1.36056065559387,2011-01-01
Political Stability Index DZA,,-1.32504332065582,2012-01-01
Political Stability Index DZA,,-1.20237147808075,2013-01-01
Political Stability Index DZA,,-1.19053518772125,2014-01-01
Political Stability Index DZA,,-1.09078657627106,2015-01-01
Political Stability Index DZA,,-1.09974193572998,2016-01-01
Political Stability Index DZA,,-0.919614136219025,2017-01-01
Political Stability Index DZA,,-0.842121779918671,2018-01-01
Political Stability Index DZA,,-1.05582988262177,2019-01-01
Political Stability Index DZA,,-0.847814321517944,2020-01-01
Political Stability Index DZA,,-0.992437243461609,2021-01-01
Political Stability Index DZA,,-0.741771519184113,2022-01-01
Political Stability Index COL,,-1.64785850048065,1996-01-01
Political Stability Index COL,,-1.79392170906067,1998-01-01
Political Stability Index COL,,-1.60896074771881,2000-01-01
Political Stability Index COL,,-1.95671439170837,2002-01-01
Political Stability Index COL,,-2.37602686882019,2003-01-01
Political Stability Index COL,,-2.27122640609741,2004-01-01
Political Stability Index COL,,-2.05794286727905,2005-01-01
Political Stability Index COL,,-1.90479671955109,2006-01-01
Political Stability Index COL,,-1.80652725696564,2007-01-01
Political Stability Index COL,,-1.85346233844757,2008-01-01
Political Stability Index COL,,-1.83234584331512,2009-01-01
Political Stability Index COL,,-1.53718483448029,2010-01-01
Political Stability Index COL,,-1.28465557098389,2011-01-01
Political Stability Index COL,,-1.40181040763855,2012-01-01
Political Stability Index COL,,-1.29197180271149,2013-01-01
Political Stability Index COL,,-1.11459410190582,2014-01-01
Political Stability Index COL,,-1.0726637840271,2015-01-01
Political Stability Index COL,,-0.887163996696472,2016-01-01
Political Stability Index COL,,-0.779457688331604,2017-01-01
Political Stability Index COL,,-0.806959629058838,2018-01-01
Political Stability Index COL,,-0.979467272758484,2019-01-01
Political Stability Index COL,,-0.701150596141815,2020-01-01
Political Stability Index COL,,-0.954557538032532,2021-01-01
Political Stability Index COL,,-0.641925930976868,2022-01-01
Political Stability Index GAB,,0.125683024525642,1996-01-01
Political Stability Index GAB,,0.32502093911171,1998-01-01
Political Stability Index GAB,,0.640210628509521,2000-01-01
Political Stability Index GAB,,0.410248696804047,2002-01-01
Political Stability Index GAB,,0.29903855919838,2003-01-01
Political Stability Index GAB,,0.408170908689499,2004-01-01
Political Stability Index GAB,,0.325625747442245,2005-01-01
Political Stability Index GAB,,0.220006227493286,2006-01-01
Political Stability Index GAB,,0.30284458398819,2007-01-01
Political Stability Index GAB,,0.261874705553055,2008-01-01
Political Stability Index GAB,,0.140438765287399,2009-01-01
Political Stability Index GAB,,0.299279242753983,2010-01-01
Political Stability Index GAB,,0.384890913963318,2011-01-01
Political Stability Index GAB,,0.293291419744492,2012-01-01
Political Stability Index GAB,,0.330102741718292,2013-01-01
Political Stability Index GAB,,0.149542808532715,2014-01-01
Political Stability Index GAB,,0.0152472918853164,2015-01-01
Political Stability Index GAB,,-0.110105983912945,2016-01-01
Political Stability Index GAB,,-0.105891399085522,2017-01-01
Political Stability Index GAB,,-0.257414042949677,2018-01-01
Political Stability Index GAB,,-0.0751413851976395,2019-01-01
Political Stability Index GAB,,-0.0658019334077835,2020-01-01
Political Stability Index GAB,,-0.0757728293538094,2021-01-01
Political Stability Index GAB,,0.0698951333761215,2022-01-01
Political Stability Index OMN,,0.873983323574066,1996-01-01
Political Stability Index OMN,,0.854953348636627,1998-01-01
Political Stability Index OMN,,1.12142467498779,2000-01-01
Political Stability Index OMN,,0.928577423095703,2002-01-01
Political Stability Index OMN,,1.06150567531586,2003-01-01
Political Stability Index OMN,,1.11596786975861,2004-01-01
Political Stability Index OMN,,0.946494877338409,2005-01-01
Political Stability Index OMN,,0.841323614120483,2006-01-01
Political Stability Index OMN,,0.939814209938049,2007-01-01
Political Stability Index OMN,,0.92218691110611,2008-01-01
Political Stability Index OMN,,0.826832592487335,2009-01-01
Political Stability Index OMN,,0.590241730213165,2010-01-01
Political Stability Index OMN,,0.432440459728241,2011-01-01
Political Stability Index OMN,,0.462077081203461,2012-01-01
Political Stability Index OMN,,0.459530204534531,2013-01-01
Political Stability Index OMN,,0.734907329082489,2014-01-01
Political Stability Index OMN,,0.7780522108078,2015-01-01
Political Stability Index OMN,,0.749765634536743,2016-01-01
Political Stability Index OMN,,0.749311625957489,2017-01-01
Political Stability Index OMN,,0.642036437988281,2018-01-01
Political Stability Index OMN,,0.589168727397919,2019-01-01
Political Stability Index OMN,,0.419728547334671,2020-01-01
Political Stability Index OMN,,0.431887984275818,2021-01-01
Political Stability Index OMN,,0.529911398887634,2022-01-01
Political Stability Index EGY,,-0.526031970977783,1996-01-01
Political Stability Index EGY,,-0.0207697190344334,1998-01-01
Political Stability Index EGY,,0.0497975237667561,2000-01-01
Political Stability Index EGY,,-0.414172112941742,2002-01-01
Political Stability Index EGY,,-0.640924513339996,2003-01-01
Political Stability Index EGY,,-0.822401702404022,2004-01-01
Political Stability Index EGY,,-0.629358649253845,2005-01-01
Political Stability Index EGY,,-0.837807655334473,2006-01-01
Political Stability Index EGY,,-0.552382111549377,2007-01-01
Political Stability Index EGY,,-0.510431706905365,2008-01-01
Political Stability Index EGY,,-0.607227087020874,2009-01-01
Political Stability Index EGY,,-0.898418307304382,2010-01-01
Political Stability Index EGY,,-1.43705701828003,2011-01-01
Political Stability Index EGY,,-1.43632972240448,2012-01-01
Political Stability Index EGY,,-1.63883090019226,2013-01-01
Political Stability Index EGY,,-1.63117659091949,2014-01-01
Political Stability Index EGY,,-1.49933218955994,2015-01-01
Political Stability Index EGY,,-1.43972682952881,2016-01-01
Political Stability Index EGY,,-1.42964518070221,2017-01-01
Political Stability Index EGY,,-1.18810069561005,2018-01-01
Political Stability Index EGY,,-1.12460207939148,2019-01-01
Political Stability Index EGY,,-1.18191170692444,2020-01-01
Political Stability Index EGY,,-1.03284096717834,2021-01-01
Political Stability Index EGY,,-1.02805662155151,2022-01-01
Political Stability Index GNQ,,-0.131352260708809,1996-01-01
Political Stability Index GNQ,,-0.0805978253483772,1998-01-01
Political Stability Index GNQ,,-0.0350389443337917,2000-01-01
Political Stability Index GNQ,,-0.514396369457245,2002-01-01
Political Stability Index GNQ,,0.114630743861198,2003-01-01
Political Stability Index GNQ,,-0.0594780258834362,2004-01-01
Political Stability Index GNQ,,-0.386098802089691,2005-01-01
Political Stability Index GNQ,,0.168790400028229,2006-01-01
Political Stability Index GNQ,,0.256654739379883,2007-01-01
Political Stability Index GNQ,,0.20754437148571,2008-01-01
Political Stability Index GNQ,,0.373302400112152,2009-01-01
Political Stability Index GNQ,,0.236128225922585,2010-01-01
Political Stability Index GNQ,,0.150343805551529,2011-01-01
Political Stability Index GNQ,,0.232703447341919,2012-01-01
Political Stability Index GNQ,,0.120355181396008,2013-01-01
Political Stability Index GNQ,,-0.374146550893784,2014-01-01
Political Stability Index GNQ,,-0.207799196243286,2015-01-01
Political Stability Index GNQ,,-0.146742969751358,2016-01-01
Political Stability Index GNQ,,-0.172020316123962,2017-01-01
Political Stability Index GNQ,,-0.0902423709630966,2018-01-01
Political Stability Index GNQ,,-0.147936090826988,2019-01-01
Political Stability Index GNQ,,-0.221582889556885,2020-01-01
Political Stability Index GNQ,,-0.202780559659004,2021-01-01
Political Stability Index GNQ,,-0.0742535442113876,2022-01-01
Political Stability Index LBR,,-2.43946290016174,1996-01-01
Political Stability Index LBR,,-1.75555086135864,1998-01-01
Political Stability Index LBR,,-1.95288050174713,2000-01-01
Political Stability Index LBR,,-2.18961954116821,2002-01-01
Political Stability Index LBR,,-2.15939283370972,2003-01-01
Political Stability Index LBR,,-1.36538577079773,2004-01-01
Political Stability Index LBR,,-1.35790872573853,2005-01-01
Political Stability Index LBR,,-1.32684123516083,2006-01-01
Political Stability Index LBR,,-1.24483954906464,2007-01-01
Political Stability Index LBR,,-1.28312230110168,2008-01-01
Political Stability Index LBR,,-1.05055463314056,2009-01-01
Political Stability Index LBR,,-0.468525290489197,2010-01-01
Political Stability Index LBR,,-0.427370250225067,2011-01-01
Political Stability Index LBR,,-0.484476506710052,2012-01-01
Political Stability Index LBR,,-0.475507080554962,2013-01-01
Political Stability Index LBR,,-0.615449607372284,2014-01-01
Political Stability Index LBR,,-0.817833304405212,2015-01-01
Political Stability Index LBR,,-0.441768199205399,2016-01-01
Political Stability Index LBR,,-0.32053479552269,2017-01-01
Political Stability Index LBR,,-0.203764617443085,2018-01-01
Political Stability Index LBR,,-0.339135408401489,2019-01-01
Political Stability Index LBR,,-0.314182639122009,2020-01-01
Political Stability Index LBR,,-0.286361515522003,2021-01-01
Political Stability Index LBR,,-0.291599869728088,2022-01-01
Political Stability Index LBN,,-0.668952643871307,1996-01-01
Political Stability Index LBN,,-0.752315282821655,1998-01-01
Political Stability Index LBN,,-0.439044535160065,2000-01-01
Political Stability Index LBN,,-0.35481521487236,2002-01-01
Political Stability Index LBN,,-0.459642589092255,2003-01-01
Political Stability Index LBN,,-0.713360965251923,2004-01-01
Political Stability Index LBN,,-0.999740839004517,2005-01-01
Political Stability Index LBN,,-1.8038626909256,2006-01-01
Political Stability Index LBN,,-2.11909532546997,2007-01-01
Political Stability Index LBN,,-1.87660884857178,2008-01-01
Political Stability Index LBN,,-1.5616968870163,2009-01-01
Political Stability Index LBN,,-1.62501502037048,2010-01-01
Political Stability Index LBN,,-1.55828750133514,2011-01-01
Political Stability Index LBN,,-1.66481232643127,2012-01-01
Political Stability Index LBN,,-1.69035339355469,2013-01-01
Political Stability Index LBN,,-1.69794130325317,2014-01-01
Political Stability Index LBN,,-1.69836449623108,2015-01-01
Political Stability Index LBN,,-1.61568403244019,2016-01-01
Political Stability Index LBN,,-1.62222683429718,2017-01-01
Political Stability Index LBN,,-1.62153577804565,2018-01-01
Political Stability Index LBN,,-1.67229104042053,2019-01-01
Political Stability Index LBN,,-1.62113451957703,2020-01-01
Political Stability Index LBN,,-1.48194456100464,2021-01-01
Political Stability Index LBN,,-1.47351241111755,2022-01-01
Political Stability Index LCA,,1.03555142879486,1996-01-01
Political Stability Index LCA,,0.3500617146492,1998-01-01
Political Stability Index LCA,,1.22359979152679,2000-01-01
Political Stability Index LCA,,0.36293163895607,2002-01-01
Political Stability Index LCA,,1.16978526115417,2003-01-01
Political Stability Index LCA,,1.2183393239975,2004-01-01
Political Stability Index LCA,,1.00011491775513,2005-01-01
Political Stability Index LCA,,0.860106229782104,2006-01-01
Political Stability Index LCA,,0.617986261844635,2007-01-01
Political Stability Index LCA,,0.640764355659485,2008-01-01
Political Stability Index LCA,,0.685753643512726,2009-01-01
Political Stability Index LCA,,0.790275514125824,2010-01-01
Political Stability Index LCA,,0.849078357219696,2011-01-01
Political Stability Index LCA,,0.893705666065216,2012-01-01
Political Stability Index LCA,,0.85335773229599,2013-01-01
Political Stability Index LCA,,0.816450417041779,2014-01-01
Political Stability Index LCA,,0.837734758853912,2015-01-01
Political Stability Index LCA,,0.998592257499695,2016-01-01
Political Stability Index LCA,,0.974609792232513,2017-01-01
Political Stability Index LCA,,0.993263125419617,2018-01-01
Political Stability Index LCA,,0.906494319438934,2019-01-01
Political Stability Index LCA,,0.864660143852234,2020-01-01
Political Stability Index LCA,,0.831884622573853,2021-01-01
Political Stability Index LCA,,0.869225919246674,2022-01-01
Political Stability Index LBY,,-0.988058924674988,1996-01-01
Political Stability Index LBY,,-0.809740364551544,1998-01-01
Political Stability Index LBY,,-0.294286817312241,2000-01-01
Political Stability Index LBY,,-0.0953808054327965,2002-01-01
Political Stability Index LBY,,0.120704226195812,2003-01-01
Political Stability Index LBY,,0.355680614709854,2004-01-01
Political Stability Index LBY,,0.448557078838348,2005-01-01
Political Stability Index LBY,,0.358128875494003,2006-01-01
Political Stability Index LBY,,0.747057616710663,2007-01-01
Political Stability Index LBY,,0.808881163597107,2008-01-01
Political Stability Index LBY,,0.831896722316742,2009-01-01
Political Stability Index LBY,,0.0280884467065334,2010-01-01
Political Stability Index LBY,,-1.28737926483154,2011-01-01
Political Stability Index LBY,,-1.5869597196579,2012-01-01
Political Stability Index LBY,,-1.84407651424408,2013-01-01
Political Stability Index LBY,,-2.35340714454651,2014-01-01
Political Stability Index LBY,,-2.18965125083923,2015-01-01
Political Stability Index LBY,,-2.27473783493042,2016-01-01
Political Stability Index LBY,,-2.35357475280762,2017-01-01
Political Stability Index LBY,,-2.43496870994568,2018-01-01
Political Stability Index LBY,,-2.56577134132385,2019-01-01
Political Stability Index LBY,,-2.46227836608887,2020-01-01
Political Stability Index LBY,,-2.30834579467773,2021-01-01
Political Stability Index LBY,,-2.19796347618103,2022-01-01
Political Stability Index MYS,,0.57122015953064,1996-01-01
Political Stability Index MYS,,-0.0381234660744667,1998-01-01
Political Stability Index MYS,,0.0926911979913712,2000-01-01
Political Stability Index MYS,,0.539594113826752,2002-01-01
Political Stability Index MYS,,0.485534876585007,2003-01-01
Political Stability Index MYS,,0.34800398349762,2004-01-01
Political Stability Index MYS,,0.566449165344238,2005-01-01
Political Stability Index MYS,,0.288379698991776,2006-01-01
Political Stability Index MYS,,0.193307161331177,2007-01-01
Political Stability Index MYS,,0.108542367815971,2008-01-01
Political Stability Index MYS,,-0.0416609197854996,2009-01-01
Political Stability Index MYS,,0.143352136015892,2010-01-01
Political Stability Index MYS,,0.0774097666144371,2011-01-01
Political Stability Index MYS,,-0.00521240243688226,2012-01-01
Political Stability Index MYS,,0.0517915934324265,2013-01-01
Political Stability Index MYS,,0.266619145870209,2014-01-01
Political Stability Index MYS,,0.25394731760025,2015-01-01
Political Stability Index MYS,,0.129485934972763,2016-01-01
Political Stability Index MYS,,0.111208952963352,2017-01-01
Political Stability Index MYS,,0.247989401221275,2018-01-01
Political Stability Index MYS,,0.146066397428513,2019-01-01
Political Stability Index MYS,,0.124463096261024,2020-01-01
Political Stability Index MYS,,0.0587539859116077,2021-01-01
Political Stability Index MYS,,0.140358164906502,2022-01-01
Political Stability Index SYR,,-0.347959876060486,1996-01-01
Political Stability Index SYR,,-0.0441065803170204,1998-01-01
Political Stability Index SYR,,-0.180450946092606,2000-01-01
Political Stability Index SYR,,0.277536004781723,2002-01-01
Political Stability Index SYR,,0.0636451989412308,2003-01-01
Political Stability Index SYR,,-0.285746335983276,2004-01-01
Political Stability Index SYR,,-0.461608588695526,2005-01-01
Political Stability Index SYR,,-0.278217822313309,2006-01-01
Political Stability Index SYR,,-0.339876115322113,2007-01-01
Political Stability Index SYR,,-0.339036047458649,2008-01-01
Political Stability Index SYR,,-0.509100556373596,2009-01-01
Political Stability Index SYR,,-0.805789709091187,2010-01-01
Political Stability Index SYR,,-2.01210689544678,2011-01-01
Political Stability Index SYR,,-2.68227386474609,2012-01-01
Political Stability Index SYR,,-2.68114280700684,2013-01-01
Political Stability Index SYR,,-2.74882411956787,2014-01-01
Political Stability Index SYR,,-2.965176820755,2015-01-01
Political Stability Index SYR,,-2.90603613853455,2016-01-01
Political Stability Index SYR,,-2.61291766166687,2017-01-01
Political Stability Index SYR,,-2.73627853393555,2018-01-01
Political Stability Index SYR,,-2.73033118247986,2019-01-01
Political Stability Index SYR,,-2.71175765991211,2020-01-01
Political Stability Index SYR,,-2.65949296951294,2021-01-01
Political Stability Index SYR,,-2.79725193977356,2022-01-01
Political Stability Index SDN,,-2.47953200340271,1996-01-01
Political Stability Index SDN,,-2.25996828079224,1998-01-01
Political Stability Index SDN,,-2.24417304992676,2000-01-01
Political Stability Index SDN,,-1.846431016922,2002-01-01
Political Stability Index SDN,,-1.97705578804016,2003-01-01
Political Stability Index SDN,,-1.54903697967529,2004-01-01
Political Stability Index SDN,,-1.97329592704773,2005-01-01
Political Stability Index SDN,,-2.13907742500305,2006-01-01
Political Stability Index SDN,,-2.36272478103638,2007-01-01
Political Stability Index SDN,,-2.48534822463989,2008-01-01
Political Stability Index SDN,,-2.64707374572754,2009-01-01
Political Stability Index SDN,,-2.66527771949768,2010-01-01
Political Stability Index SDN,,-2.5229172706604,2011-01-01
Political Stability Index SDN,,-2.26056337356567,2012-01-01
Political Stability Index SDN,,-2.19300961494446,2013-01-01
Political Stability Index SDN,,-2.36308455467224,2014-01-01
Political Stability Index SDN,,-2.15515303611755,2015-01-01
Political Stability Index SDN,,-2.33110570907593,2016-01-01
Political Stability Index SDN,,-1.97152423858643,2017-01-01
Political Stability Index SDN,,-1.82177793979645,2018-01-01
Political Stability Index SDN,,-1.69619822502136,2019-01-01
Political Stability Index SDN,,-1.65706396102905,2020-01-01
Political Stability Index SDN,,-1.98757219314575,2021-01-01
Political Stability Index SDN,,-1.99889421463013,2022-01-01
Political Stability Index TKM,,0.449250608682632,1996-01-01
Political Stability Index TKM,,0.197645246982574,1998-01-01
Political Stability Index TKM,,0.0084470622241497,2000-01-01
Political Stability Index TKM,,0.0704177469015121,2002-01-01
Political Stability Index TKM,,0.0532155409455299,2003-01-01
Political Stability Index TKM,,-0.115211933851242,2004-01-01
Political Stability Index TKM,,0.0727133899927139,2005-01-01
Political Stability Index TKM,,-0.244654402136803,2006-01-01
Political Stability Index TKM,,0.277233392000198,2007-01-01
Political Stability Index TKM,,0.537688016891479,2008-01-01
Political Stability Index TKM,,0.485472977161407,2009-01-01
Political Stability Index TKM,,0.334105610847473,2010-01-01
Political Stability Index TKM,,0.234129071235657,2011-01-01
Political Stability Index TKM,,0.428087890148163,2012-01-01
Political Stability Index TKM,,0.249095499515533,2013-01-01
Political Stability Index TKM,,0.0742060318589211,2014-01-01
Political Stability Index TKM,,-0.0895711407065392,2015-01-01
Political Stability Index TKM,,-0.195148065686226,2016-01-01
Political Stability Index TKM,,-0.128823503851891,2017-01-01
Political Stability Index TKM,,-0.0129793277010322,2018-01-01
Political Stability Index TKM,,-0.178149864077568,2019-01-01
Political Stability Index TKM,,-0.201663821935654,2020-01-01
Political Stability Index TKM,,-0.332011014223099,2021-01-01
Political Stability Index TKM,,-0.100280806422234,2022-01-01
Political Stability Index TTO,,0.273877173662186,1996-01-01
Political Stability Index TTO,,0.412275731563568,1998-01-01
Political Stability Index TTO,,0.153456091880798,2000-01-01
Political Stability Index TTO,,-0.0942921563982964,2002-01-01
Political Stability Index TTO,,-0.250032126903534,2003-01-01
Political Stability Index TTO,,-0.0683272704482079,2004-01-01
Political Stability Index TTO,,-0.121956370770931,2005-01-01
Political Stability Index TTO,,-0.237762182950974,2006-01-01
Political Stability Index TTO,,-0.188574343919754,2007-01-01
Political Stability Index TTO,,-0.117300540208817,2008-01-01
Political Stability Index TTO,,-0.14176744222641,2009-01-01
Political Stability Index TTO,,-0.0508231818675995,2010-01-01
Political Stability Index TTO,,0.141080409288406,2011-01-01
Political Stability Index TTO,,0.104277603328228,2012-01-01
Political Stability Index TTO,,0.0936860963702202,2013-01-01
Political Stability Index TTO,,0.247864335775375,2014-01-01
Political Stability Index TTO,,0.279361039400101,2015-01-01
Political Stability Index TTO,,0.277257770299912,2016-01-01
Political Stability Index TTO,,0.269298404455185,2017-01-01
Political Stability Index TTO,,0.230616614222527,2018-01-01
Political Stability Index TTO,,0.081537127494812,2019-01-01
Political Stability Index TTO,,0.110377036035061,2020-01-01
Political Stability Index TTO,,0.239029332995415,2021-01-01
Political Stability Index TTO,,0.357974648475647,2022-01-01
Political Stability Index TUN,,0.262547045946121,1996-01-01
Political Stability Index TUN,,0.263467073440552,1998-01-01
Political Stability Index TUN,,0.321114897727966,2000-01-01
Political Stability Index TUN,,0.154225796461105,2002-01-01
Political Stability Index TUN,,0.317870795726776,2003-01-01
Political Stability Index TUN,,0.148958027362823,2004-01-01
Political Stability Index TUN,,0.0242274515330791,2005-01-01
Political Stability Index TUN,,0.20851244032383,2006-01-01
Political Stability Index TUN,,0.158262476325035,2007-01-01
Political Stability Index TUN,,0.0998212322592735,2008-01-01
Political Stability Index TUN,,0.0596117079257965,2009-01-01
Political Stability Index TUN,,-0.0639763623476028,2010-01-01
Political Stability Index TUN,,-0.3537417948246,2011-01-01
Political Stability Index TUN,,-0.721316933631897,2012-01-01
Political Stability Index TUN,,-0.902563273906708,2013-01-01
Political Stability Index TUN,,-0.851661503314972,2014-01-01
Political Stability Index TUN,,-0.960177004337311,2015-01-01
Political Stability Index TUN,,-1.13972234725952,2016-01-01
Political Stability Index TUN,,-1.02349030971527,2017-01-01
